,station_id,zipcode
1168,3534.0,10039
1169,3551.0,10029
1170,3520.0,10026
1171,3500.0,10029
1172,3468.0,10009
1173,3543.0,10027
1174,3628.0,10026
1175,3492.0,10035
1176,3499.0,10035
1177,3505.0,10035
1178,3700.0,10028
1179,3498.0,10035
1180,3810.0,10024
1181,3805.0,10075
1182,3881.0,10027
1183,3908.0,10275
1184,4016.0,10039
1185,3994.0,10035
1186,3935.0,10027
1187,3998.0,10037
1188,3932.0,10451
1189,4017.0,10030
1190,3995.0,10037
1191,3920.0,10037
1192,3929.0,10454
1193,3956.0,10454
1194,4007.0,10031
1195,4009.0,10031
1196,4010.0,10031
1197,3963.0,10451
1198,4023.0,10030
1199,3951.0,10454
1200,3936.0,10027
1201,3957.0,10454
1202,3987.0,10455
1203,3926.0,10037
1204,4002.0,10030
1205,3928.0,10027
1206,4020.0,10039
1207,4000.0,10037
1208,3931.0,10451
1209,4012.0,10031
1210,4005.0,10031
1211,3960.0,10031
1212,3211.0,07302
1213,3996.0,10035
1214,3959.0,10030
1215,3965.0,10455
1216,3185.0,07302
1217,3953.0,10039
1218,3924.0,10451
1219,3942.0,10027
1220,3944.0,10031
1221,4041.0,10039
1222,4024.0,10039
1223,3933.0,10451
1224,4006.0,10455
1225,3186.0,07302
1226,4011.0,10455
1227,4035.0,10031
1228,3922.0,10454
1229,3968.0,10455
1230,3980.0,10040
1231,3966.0,10455
1232,4021.0,10454
1233,3977.0,10455
1234,3975.0,10451
1235,3978.0,10456
1236,3982.0,10455
1237,4014.0,10031
1238,4048.0,10032
1239,4069.0,10033
1240,3952.0,10454
1241,4054.0,10032
1242,4029.0,10451
1243,4015.0,10039
1244,3981.0,10032
1245,3997.0,10037
1246,4027.0,10040
1247,3984.0,10031
1248,4051.0,10032
1249,3976.0,10455
1250,4060.0,10032
1251,4071.0,10032
1252,4116.0,10452
1253,4066.0,10033
1254,3983.0,10455
1255,4052.0,10032
1256,4099.0,10456
1257,3989.0,10454
1258,4018.0,10027
1259,3985.0,10456
1260,4109.0,10033
1261,3925.0,10451
1262,4063.0,10033
1263,4125.0,10451
1264,4096.0,10456
1265,4128.0,10456
1266,4084.0,10456
1267,4082.0,10452
1268,4083.0,10452
1269,3921.0,10454
1270,4025.0,10031
1271,4147.0,10459
1272,4013.0,10031
1273,4103.0,10452
1274,4108.0,10457
1275,4132.0,10455
1276,4065.0,10033
1277,4061.0,10032
1278,4138.0,10456
1279,4034.0,10031
1280,4028.0,10039
1281,4175.0,10457
1282,4078.0,10451
1283,4139.0,10456
1284,4050.0,10032
1285,4093.0,10451
1286,4059.0,10032
1287,4151.0,10456
1288,4210.0,10456
1289,4133.0,10459
1290,4188.0,10032
1291,4150.0,10456
1292,3941.0,10454
1293,4079.0,10456
1294,4167.0,10453
1295,4190.0,10452
1296,4220.0,10039
1297,4200.0,10452
1298,4165.0,10456
1299,4135.0,10455
1300,4152.0,10456
1301,4201.0,10457
1302,4198.0,10451
1303,4137.0,10456
1304,4207.0,10456
1305,4222.0,10452
1306,3950.0,10454
1307,4053.0,10032
1308,4148.0,10459
1309,4182.0,10459
1310,4142.0,10474
1311,4235.0,10019
1312,4112.0,11102
1313,3948.0,10454
1314,4057.0,10032
1315,4249.0,10456
1316,4134.0,10455
1317,4203.0,10472
1318,4240.0,10017
1319,4244.0,10018
1320,4209.0,10452
1321,4255.0,11101
1322,4292.0,11370
1323,3930.0,10454
1324,4276.0,11105
1325,4144.0,10474
1326,4283.0,11101
1327,4185.0,10460
1328,4274.0,11105
1329,4129.0,10452
1330,4031.0,10456
1331,4297.0,10014
1332,4256.0,11103
1333,4335.0,11105
1334,4127.0,10452
1335,4199.0,10452
1336,4318.0,11373
1337,4186.0,10455
1338,4316.0,11101
1339,4143.0,10474
1340,4393.0,11220
1341,4272.0,11370
1342,4410.0,11232
1343,4302.0,11106
1344,4171.0,10456
1345,4153.0,10459
1346,4114.0,10035
1347,4278.0,10006
1348,4310.0,11101
1349,3972.0,10451
1350,4468.0,10034
1351,3199.0,07310
1352,3195.0,07306
1353,3202.0,07310
1354,3213.0,07302
1355,3198.0,07307
1356,3988.0,10035
1357,3206.0,07306
1358,3938.0,10454
1359,3937.0,10454
1360,3940.0,10454
1361,4019.0,10454
1362,3791.0,07310
1363,3277.0,07304
1364,3225.0,07306
1365,3273.0,07302
1366,3947.0,10454
1367,3958.0,10454
1368,3955.0,10454
1369,3638.0,07302
1370,3639.0,07311
1371,3954.0,10454
1372,3203.0,07302
1373,3792.0,07311
1374,3276.0,07302
1375,3969.0,10455
1376,3194.0,07306
1377,3182.0,112321
1378,3187.0,07302
1379,3479.0,10004
1380,4032.0,10455
1381,4064.0,10454
1382,4001.0,10039
